xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
5.01,-0.77,-2.66,-29.54,14.1,39.49,light
7.38,-4.21,-3.1,-19.35,16.97,31.01,light
9.35,-3.55,-2.4,-15.75,8.73,14.1,light
9.95,-2.49,-1.65,-10.74,5,5.98,light
9.04,-3.17,-2.17,-3.66,-5,6.9,light
7.52,-3.96,-3.41,-0.98,-2.5,13.18,light
11.93,-4.91,-4.6,2.01,-4.76,8.54,light
12.45,-2.81,-8.76,-9.4,-11.78,8.61,light
7.05,2.79,-6.34,12.45,-1.22,-13.43,light
5.87,2.48,-4.7,40.28,8.67,-12.88,light
8.77,-1.56,-4.82,52.92,5.98,-8.67,light
8.03,-5.15,-5.2,41.32,-4.94,-19.17,light
5.95,-3.43,-4.17,21.48,-3.05,-28.99,light
6.72,-0.48,-3.25,9.22,-4.52,-18.25,light
6.72,-1.22,-3.54,13.49,-6.1,-6.47,light
7.69,-2.2,-3.74,10.25,2.14,-3.97,light
10.11,-3.24,-2.96,0.31,4.94,-8.48,light
11.12,-4.59,-3.38,-21.12,-12.88,-7.63,light
8.8,-1.74,-4.57,-29.91,-21.36,-15.87,light
10.88,-0.59,-5.03,-36.74,-22.58,-10.07,light
12.23,-3.76,-6.55,3.6,-19.84,-18.37,light
7.69,-3.72,-5.77,0.55,-21.3,-35.22,light
7.75,-0.39,-3.22,5.37,-8.54,-16.05,light
6.71,0.37,-3.25,17.76,-16.85,5.8,light
5.22,-0.17,-3.3,33.08,-20.87,1.04,light
5.94,-0.82,-4.37,58.41,-5.25,-11.96,light
7.95,-1.55,-4.15,76.9,4.09,-26.79,light
8.52,-2.8,-2.85,81.42,-4.94,-32.35,light
8.26,-3.63,-2.92,72.69,-8.42,-29.48,light
8.13,-2.76,-3.87,63.9,-4.46,-18.68,light
10.2,-2.34,-4.07,69.27,-6.96,-15.69,light
12.21,-1.63,-4.19,76.29,-22.09,-20.08,light
15.86,-0.45,-9.11,89.78,-58.11,-15.08,light
2.43,2.75,-8.47,100.59,-17.09,-5.86,light
7.66,-0.37,-2.54,122.68,4.52,-20.26,light
8.41,-1.51,-5.91,119.32,-13.18,-48.52,light
7.42,-0.81,-7.29,120.61,8.67,-67.14,light
8.82,-0.95,-5.16,112.3,9.7,-62.56,light
7.82,-0.85,-4.71,96.01,-14.28,-45.72,light
6.33,-1.37,-4.57,80.87,-19.9,-32.71,light
7.05,-2.14,-3.72,64.27,-7.93,-22.83,light
7.73,-2.4,-3.22,41.56,-7.87,-17.4,light
7.94,-1.41,-2.63,22.09,-6.9,-18.68,light
9.78,0.31,-4.09,19.65,-1.1,-19.9,light
14.68,-0.4,-5.36,16.3,-10.62,-11.96,light
10.94,-4.16,-8.38,23.56,-23.86,0.73,light
5.49,-4.02,-6.11,3.97,-0.61,-6.96,light
5.6,-2.56,-2.4,-13.79,12.45,2.75,light
7.01,-0.74,-3.44,-18.86,5.43,4.46,light
10.07,1.57,-6.16,-3.36,8.36,2.44,light
8.28,-0.93,-4.2,16.24,4.52,5.37,light
7.59,-3.56,-3.38,14.04,4.64,0.85,light
7.93,-2.35,-3.04,2.08,0.55,-5.13,light
8.23,-1.55,-2.68,0.98,-6.04,-6.53,light
7.95,-0.86,-2.3,2.2,-14.1,-7.2,light
8.65,-0.83,-2.9,12.76,-17.09,-5.92,light
11.56,-3.98,-4.7,18.55,-8.06,-1.77,light
14.32,-5.58,-6.77,3.23,-3.23,18.62,light
9.02,0.31,-7.43,-17.52,-0.12,15.81,light
7.42,2.08,-3.83,-9.22,-1.34,11.47,light
5.7,-0.51,-2.59,6.41,-11.54,-6.84,light
6.6,-1.72,-4.71,4.15,-5.8,-15.44,light
8.95,-3.15,-5.31,5.68,0.43,-17.7,light
7.56,-1.98,-3.86,-12.7,-4.46,-16.42,light
7.49,-0.88,-2.88,-18.43,-2.81,-13.37,light
7.58,-0.26,-3.07,-15.75,2.87,-8.3,light
8.86,-1.6,-2.89,-18.74,3.17,-2.75,light
9.51,-2.44,-3.65,-30.4,-5.74,-2.93,light
9.44,-0.63,-3.95,-32.47,-9.52,-3.48,light
7.98,-0.03,-5.42,-30.76,-19.65,6.9,light
9.73,-4.7,-9.37,2.75,0.79,12.45,light
8.47,-6.81,-4.78,-1.46,19.84,-13.24,light
9.47,1.59,-3.8,-12.33,-6.71,-16.17,light
8.74,1.79,-5.05,16.54,-1.89,14.04,light
7.56,-2.54,-2.75,20.2,-3.23,12.88,light
6.39,-3.71,-1.48,8.48,-8.54,1.46,light
7.54,0.01,-3.28,9.34,-3.6,-1.1,light
8.79,0.16,-5.21,20.94,7.02,-0.85,light
7.92,-2.35,-3.58,23.74,12.76,10.01,light
6.96,-3.31,-2.9,10.5,13.79,12.57,light
8.91,-1.25,-3.54,5.25,8.24,9.34,light
10.58,-0.17,-6.09,13.73,-4.88,12.33,light
7.61,-3.24,-7.73,8.91,-2.69,25.7,light
11.44,-4.79,-6.82,-16.66,11.72,6.71,light
11.69,-4.3,-6.72,-41.75,10.8,-11.72,light
8.52,0.65,-4.97,-47.36,8.61,-8.12,light
5.7,-0.72,-3.98,-41.69,11.9,9.09,light
4.36,-3.75,-3.94,-53.41,24.35,12.08,light
5.68,-4.99,-5.33,-87.4,33.39,19.23,light
6.16,-2.9,-6.65,-120,39.06,37.66,light
4.2,-2.45,-5.74,-148.07,47.97,60.24,light
2.87,-2.7,-3.7,-177.8,52.98,72.2,light
5.66,-7.64,-3.21,-153.5,50.23,52,light
15.19,-12.08,-11.39,-120.73,63.72,61.58,light
14.41,-3.17,-6.58,-150.15,52.25,40.59,light
3.65,0.5,-3.32,-130.98,33.87,47.3,light
1.68,0,0.86,-88.75,55.05,87.65,light
6.07,-5.97,-1.42,-69.76,47.55,90.27,light
13.03,-4.5,-8.7,-66.59,40.16,72.88,light
9.95,-3.22,-3.15,-78.61,3.11,63.17,light
6.6,-1.48,-1.3,-60.49,2.5,51.57,light
9.19,-4.41,-1.88,-40.04,5.92,53.16,light
10.34,-7.21,-3.7,-47,-0.79,42.11,light
9.57,-7.25,-5.52,-70.98,6.65,42.66,light
12.82,-3.31,-6.94,-72.02,-6.59,22.34,light
7.81,0.13,-6.24,-67.75,-18.55,14.47,light
5.89,-0.19,-4.47,-51.03,0.61,27.83,light
7.4,-3.24,-4.41,-41.87,15.2,30.27,light
6.58,-2.46,-3.68,-54.57,10.86,22.77,light
5.49,-1,-2.65,-58.41,12.57,25.88,light
6.88,-1.28,-2.91,-49.93,18.25,35.89,light
8.19,-2.39,-3.51,-45.47,20.75,37.29,light
9.13,-3.67,-3.92,-41.5,20.14,26.25,light
9.79,-2.95,-3.28,-50.72,13.06,16.42,light
8.99,-2.65,-2.55,-48.46,6.53,12.15,light
8.92,-2.74,-2.71,-50.05,-3.66,12.27,light
10.24,-4.16,-8.84,-56.95,-5.37,22.83,light
4.91,-7.15,-7.89,-40.47,30.46,25.76,light
8.87,-6.95,-5.68,-88.26,50.6,37.29,light
10.1,-1.59,-5.66,-99.12,16.78,41.02,light
5.51,-1.99,-5.31,-85.45,15.63,41.14,light
5.41,-1.72,-3.98,-71.04,27.22,34.61,light
6.31,-2.38,-2.77,-58.35,17.15,38.7,light
6.86,-2.84,-3.96,-49.87,13.43,50.48,light
9.74,-2.36,-3.99,-34.67,17.88,36.32,light
9.2,-3.54,-3.2,-25.94,-2.87,24.11,light
8.64,-5.23,-3.07,-25.63,-10.5,28.2,light
10.53,-5.04,-4.94,-27.22,-14.4,16.42,light
8.38,-1.57,-6.49,-35.34,-7.02,15.5,light
7.57,-1.89,-5.14,-22.83,11.05,-2.87,light
10.75,-0.04,-5.71,-26.31,7.14,6.96,light
8.29,-3.51,-4.62,-34.18,-0.37,18.31,light
6.9,-3.21,-3.7,-41.69,6.29,2.87,light
7.34,-1.76,-2.98,-48.83,1.1,5.19,light
6.71,-3.2,-3.7,-50.05,-1.1,9.46,light
7.58,-4.71,-3.36,-58.04,5.68,-1.46,light
7.7,-2.97,-3.6,-59.39,7.32,-13.73,light
9.15,-1.93,-3.72,-53.71,-2.08,-13.85,light
8.55,-2.43,-4.2,-39.67,-10.68,-16.54,light
5.79,-2.53,-4.21,-49.07,-12.94,-5.68,light
3.92,-4.52,-6.93,-46.08,-13.73,6.41,light
10.21,-5.19,-5.69,-39,26.25,13.92,light
11.22,0.63,-5.46,-29.6,-1.28,2.44,light
10.22,-5.07,-4.1,0.98,-21.67,6.16,light
8.88,-6.23,-2.58,-9.64,-22.95,1.95,light
10.26,-2.16,-4.08,7.75,-36.5,-21.85,light
8.38,0.39,-5.19,26,-52.67,-19.41,light
8,0.44,-4.48,59.88,-42.42,29.3,light
1.27,-4.42,-4.19,85.14,-76.84,4.52,light
-0.34,-5,-2.76,24.6,-61.65,-12.02,light
5.78,-6.74,-1.47,-10.8,-46.14,-18.92,light
11.4,-3.6,-5.24,-39.49,-52.12,10.07,light
5.07,-5.6,-4.21,-56.34,-92.9,33.26,light
1.98,-3.36,-3.92,-78.25,-79.59,12.02,light
3.43,3.63,-1.69,-55.91,-71.59,-4.09,light
0.62,1.48,2.38,-33.57,-47.42,34.79,light
1.8,-5.68,1.53,-21.3,-32.47,64.15,light
2.24,-6.97,2.47,-65.98,-25.76,84.11,light
1.37,-4.49,3.71,-97.9,-61.04,97.96,light
7.66,6.97,11.1,-98.27,-83.92,131.53,light
39.24,21.81,10.46,-3.54,-160.28,45.9,light
31.38,26.53,19.74,146.42,-241.94,-74.58,light
-8.62,4.19,18.29,10.5,-54.2,39.61,light
9.36,-7.54,14.73,-2.14,26.73,32.1,light
1.23,-3.16,4.67,-44.92,-67.26,-29.85,light
2.42,-0.26,7.79,-58.11,-33.08,2.14,light
0.84,5.38,7.51,-49.44,-12.21,-9.89,light
1.65,2.96,6.4,-13.49,10.25,-3.72,light
4.54,2.12,7.57,-5.49,29.11,-12.08,light
6.03,3.56,8.11,1.28,23.19,-11.72,light
5.21,3.46,7.96,8,20.45,-6.04,light
8.63,3.11,8.36,7.2,7.87,-3.72,light
7.01,2.65,8.25,6.77,-1.59,2.44,light
7.13,2.79,7.67,10.19,-1.59,1.59,light
5.3,1.06,7.42,9.83,-3.85,6.84,light
5.21,-0.08,7.56,3.36,13.61,-2.81,light
4.09,3.46,8.22,-0.73,20.69,-11.96,light
5.89,3.12,8.44,13.31,36.44,-15.14,light
4.4,2.29,8.5,21.73,51.51,-18.8,light
5.82,2.57,7.93,27.22,76.84,-30.88,light
9.93,2.42,7.72,39.61,77.15,-32.53,light
10.14,0.87,6.42,42.72,69.76,-22.95,light
9.53,-0.96,5.02,43.88,50.72,-24.35,light
7.05,-1.11,4.9,43.27,70.92,-25.94,light
8.77,-0.69,3.64,37.41,65.67,-30.21,light
7.85,0.28,2.03,39.55,62.26,-39.86,light
9.22,-2.71,0.57,46.69,54.38,-38.39,light
8.97,-3.51,-0.49,40.77,50.96,-40.16,light
8.51,-4.99,0.36,29.36,60.18,-21.67,light
8.24,-2.76,0.9,23.8,57.5,-20.39,light
6.68,-5.65,0.1,18.07,54.93,-12.02,light
8.84,-2.66,0.44,-5.31,61.52,-11.84,light
10.31,-0.86,0.47,11.11,54.08,-8.97,light
10.91,-5.08,-0.95,26.37,46.88,-9.4,light
10.82,-4.19,-1.16,6.71,26.06,-17.33,light
9.19,-4.24,-0.82,2.5,18.55,-8.06,light
9.07,-2.48,-0.48,5.55,15.38,-9.95,light
9.45,-2.82,-0.62,4.27,11.05,-4.82,light
9.33,-4.21,-0.99,2.32,7.2,8.18,light
9,-3.34,-0.65,-6.47,-3.05,16.05,light
11.28,-3.28,-1.63,-6.65,-18.62,23.32,light
11.77,-3.43,-1.68,-7.32,-34.55,28.99,light
9.47,-3.52,-0.81,-9.34,-40.28,30.21,light
9.9,-1.85,0.97,-7.39,-42.54,24.23,light
8.69,-1.63,0.65,-0.37,-46.14,24.17,light
7.99,-0.99,1.79,5.68,-46.75,32.53,light
7.73,-1.01,1.79,16.97,-42.05,34.36,light
9.68,-0.21,2.55,20.69,-34.61,27.83,light
8.79,-0.27,2.92,17.7,-33.75,32.29,light
7.82,-0.3,2.8,13.98,-27.77,26,light
9.04,-1.01,3.22,4.76,-17.46,26.12,light
8.74,-1.74,2.45,-5.31,-13.49,16.72,light
7.57,1.28,3.63,-6.96,-3.72,10.07,light
6.53,2.67,3.9,-0.73,4.21,10.68,light
7.57,1.08,3.49,9.89,15.87,9.95,light
7.76,0.13,3.14,6.41,25.51,1.22,light
8.17,1.31,3.76,2.26,38.15,-18.74,light
8.38,2.78,2.48,26.98,63.23,-31.62,light
9.09,-3.62,-1.35,41.32,88.62,-36.99,light
14.01,-3.79,-4.26,33.02,110.78,-65.19,light
12.48,-2.36,-4.86,34.91,116.64,-77.82,light
11.27,-3.98,-4.93,35.03,118.29,-67.63,light
10.18,-2.69,-5.57,51.57,106.14,-84.9,light
7.7,-4.81,-7.36,62.81,100.65,-90.64,light
9.04,-6.41,-7.81,55.05,88.87,-75.93,light
6.85,-5.78,-7.25,44.07,76.54,-48.89,light
7.58,-6.22,-7.21,29.05,76.29,-28.93,light
7.68,-5.52,-7.3,10.99,57.13,-14.4,light
7.28,-4.6,-7.82,3.23,39,-6.9,light
7.91,-4.31,-7.97,0.12,28.02,1.71,light
7.87,-4.16,-7.56,-3.85,10.44,17.82,light
7.73,-3.75,-7.43,-8.3,-5.07,24.78,light
7.5,-3.81,-7.16,-11.54,-17.52,30.27,light
7.07,-4.2,-7.12,-16.24,-22.71,34.42,light
7.25,-4.37,-6.76,-21.73,-21.24,37.66,light
7.31,-4.28,-6.3,-31.74,-22.28,41.26,light
6.35,-3.9,-5.09,-39.55,-23.13,43.76,light
5.1,-3.47,-4.01,-45.17,-29.54,39.55,light
2.72,-2.99,-2.57,-49.38,-35.95,37.35,light
1.09,-1.3,-1.41,-54.63,-23.32,40.22,light
2.02,-0.53,-0.75,-45.84,-8.3,33.81,light
3.32,-1.59,-1.35,-39.61,-1.65,34.61,light
5.97,-3.15,-1.55,-38.57,0.43,31.49,light
7.9,-3.23,-2.39,-35.95,-2.38,20.51,light
8.8,-2.82,-2.71,-25.76,-2.5,17.94,light
8.47,-1.96,-3.44,-3.78,-4.52,23.74,light
10.02,-4.79,-7.61,4.27,11.41,40.53,light
10.25,-0.02,-4.07,-4.82,19.04,27.16,light
9.61,-0.91,-3.9,9.83,10.8,13.06,light
8.05,-3.28,-5.2,10.74,11.6,9.7,light
7.59,-3.96,-4.08,0.73,21.48,4.76,light
7.25,-0.71,-3.44,-15.14,21.36,-0.37,light
6.09,-4.53,-4.16,-19.41,17.27,3.05,light
8.26,-1.88,-4.17,-33.2,26.31,6.71,light
7.87,-2.07,-4.19,-43.21,24.6,21.73,light
8.9,-2.39,-4.91,-57.68,21,27.71,light
8.64,-2,-4.94,-69.58,21.24,25.76,light
8.07,-1.4,-6.12,-73.91,27.95,28.63,light
9.69,-1.45,-7.72,-59.75,58.17,39.73,light
9.26,-2.81,-7.38,-42.85,51.03,52.19,light
7.21,-7.28,-3.83,-43.95,24.11,53.16,light
6.84,-5.93,-4.21,-51.57,-1.34,37.48,light
7.48,-2.45,-6.17,-44.68,-5,26.98,light
7.76,-2.92,-4.58,-38.94,-5.92,24.9,light
7.5,-5.08,-3.77,-36.56,-13.12,17.88,light
8.24,-4.58,-4.74,-37.23,-19.23,13.06,light
7.42,-2.15,-3.96,-33.45,-15.26,14.04,light
6.69,-0.66,-3.07,-18.01,-12.94,23.5,light
6.98,-0.78,-3.18,-2.81,-21.61,26.43,light
7.74,-2.03,-3.52,8.36,-22.77,30.46,light
8.88,-3.85,-4.69,13.61,-24.6,19.29,light
10.43,-4.62,-7.2,16.17,-6.35,3.78,light
9.34,-1.08,-3.49,3.85,-11.6,5,light
8.85,-2.55,-3.09,5.37,-17.52,6.29,light
8.62,-2.65,-4.79,-0.37,-10.99,2.01,light
8.79,-2.99,-2.89,-5.07,-5.62,-9.4,light
7.13,-1.88,-2.45,-14.59,-5.74,-7.93,light
6.51,-1.92,-2.16,-15.99,1.46,-7.93,light
7.98,-1.72,-2.6,-22.09,8.48,-3.42,light
9.07,-2.11,-2.75,-20.81,12.33,0.24,light
9.01,-2.32,-3.43,-28.81,12.08,1.28,light
10.05,-1.88,-2.9,-27.83,11.78,3.23,light
10.86,-2.07,-4.48,-28.08,3.91,8.85,light
10.89,-3.07,-6.05,-23.07,8.36,11.11,light
9.53,-4.31,-4.17,-31.31,9.28,14.65,light
7.3,-5.34,-3.05,-50.48,5.07,20.14,light
5.53,-6.56,-2.51,-66.59,9.09,10.19,light
7.1,-3.19,-3.45,-68.48,18.8,11.72,light
9.32,-0.56,-3.06,-54.93,13.73,24.05,light
6.9,-1.88,-2.53,-46.02,5.92,31.74,light
6.99,-3.64,-2.63,-44.31,13.67,26.43,light
9.33,-3.3,-2.92,-38.88,20.63,15.26,light
9.28,-1.78,-2.88,-31.74,13.06,17.27,light
8.98,-2.18,-2.07,-23.8,9.03,18.43,light
9.16,-3.19,-2.12,-20.51,0.67,18.74,light
10.17,-2.77,-2.82,-13.43,-6.41,12.63,light
12.58,-2.09,-7.2,-6.96,-7.57,15.01,light
9.06,-3.04,-6.46,-0.79,18.8,23.32,light
9.84,-2.76,-2.25,-11.96,-11.84,7.02,light
6.5,-3.56,-3.48,-17.76,-17.52,7.57,light
8.09,-2.95,-3.57,-16.97,-2.44,2.01,light
8.06,-1.9,-3.58,-26.31,-1.04,0.12,light
5.94,-2.59,-2.6,-36.87,2.99,2.08,light
7.02,-2.91,-2.17,-41.99,13.73,-1.28,light
8.58,-1.28,-2.61,-46.2,14.53,-1.46,light
10.25,-0.36,-2.5,-41.32,8,-1.65,light
9.44,-1.01,-3.07,-28.81,1.4,-1.22,light
9.67,-1.33,-2.73,-21,3.3,-4.82,light
10.24,-1.66,-2.74,-19.9,0.67,-2.69,light
11.57,-2.1,-4.05,-15.26,2.38,-0.12,light
12.54,-4.71,-4.28,-9.28,4.03,3.85,light
8.7,-4.86,-3.32,-16.36,-1.95,1.46,light
5.52,-3.82,-2.38,-20.32,-1.46,-0.49,light
6.84,-2.85,-1.93,-14.47,5.19,3.78,light
7.7,-1.45,-2.73,-7.45,1.71,8.48,light
7.92,-1.26,-2.61,2.14,0.67,4.64,light
7.57,-1.67,-2.14,15.81,3.91,-2.08,light
7.43,-1.9,-2.31,27.83,2.2,-4.46,light
8.68,-1.98,-2.56,38.09,5.8,-9.46,light
8.57,-2.56,-3.46,41.5,5.31,-6.53,light
8.68,-3.67,-2.71,41.75,10.31,-4.39,light
9.74,-4.18,-2.45,31.86,1.28,-0.06,light
11.43,-4.21,-2.46,22.46,-11.23,4.52,light
11.52,-3.72,-6.96,19.35,-13.85,6.04,light
9.71,-1.87,-5.65,23.44,6.59,4.27,light
8.57,-0.15,-3.46,20.08,-18.49,-6.47,light
7.62,-3.48,-3.51,31.31,-12.08,-4.82,light
8.02,-3.92,-3.67,19.53,-2.01,-20.75,light
6.75,-2.85,-2.8,7.81,6.23,-31.37,light
6.49,-1.62,-3.04,4.39,5.92,-20.26,light
7.89,-2.23,-2.93,2.87,8.42,-5.07,light
8.75,-3,-2.48,-5.07,7.75,6.35,light
7.56,-3.98,-3.44,-18.74,8.61,6.41,light
8.03,-3.75,-3.27,-37.54,4.58,5.13,light
10.13,-1.88,-4.66,-53.47,-5.37,9.52,light
9.37,-7.66,-7.26,-34.24,39.31,-1.89,light
11.28,-2.87,-3.2,-57.8,25.82,-1.1,light
5.77,-2.85,-2.61,-64.15,12.27,12.45,light
6.88,-1.6,-3.89,-52.98,19.29,26.06,light
8.47,-1.96,-4.27,-42.3,14.22,28.87,light
8.74,-3.74,-4.01,-31.8,15.38,15.5,light
8.48,-3.58,-3.76,-26.67,11.96,8.61,light
8.69,-3.07,-2.7,-24.72,6.41,8.73,light
7.56,-3.15,-2.32,-28.2,-2.81,9.89,light
7.87,-2.7,-2.13,-26.98,-7.26,6.47,light
7.96,-2.94,-3.72,-22.22,-4.82,8.91,light
9.57,-5.2,-2.82,-18.01,3.3,2.5,light
10.91,-1.72,-3.65,-20.14,-8.97,-1.28,light
10.66,-1.03,-6.02,-0.67,5.37,22.28,light
8.4,-3.83,-3.3,3.72,0.85,15.01,light
5.65,-2.55,-1.55,-2.87,-14.34,0.79,light
10.89,-3.37,-3.88,3.54,-1.4,-4.7,light
11.27,-2.92,-4.25,3.42,-2.93,-4.15,light
6.95,-3.06,-2.41,-0.49,-11.41,-5.19,light
6.01,-3.34,-2.08,-4.33,3.36,0.49,light
8.23,-4.02,-2.34,-11.41,7.87,0.24,light
8.98,-3.15,-2.54,-22.83,5.43,5.07,light
9.24,-3.45,-2.62,-31.37,1.1,10.74,light
9.32,-4.43,-2.42,-46.39,-2.08,17.46,light
7.7,-4.21,-2.11,-63.17,-4.46,24.23,light
5.45,-4.11,-4.71,-72.02,10.93,27.65,light
8.5,-5.71,-5.56,-72.45,45.1,27.22,light
10.32,-4.62,-4.57,-78.8,54.08,39.73,light
7.5,-5.62,-4.27,-95.64,42.97,52.61,light
6.64,-4.89,-4.09,-108.89,45.53,52.86,light
7.61,-3.64,-4.53,-115.17,42.97,49.99,light
7.74,-2.82,-4.23,-112.43,36.99,50.05,light
7.87,-3.08,-3.99,-103.15,30.58,53.71,light
7.76,-3.95,-3.87,-97.05,26.79,56.7,light
7.74,-3.73,-3.87,-98.57,23.99,56.52,light
8.12,-2.15,-3.68,-28.75,13.18,20.69,light
7.14,-2.05,-3.69,-21.42,16.91,19.71,light
8.31,-2.34,-3.78,-12.33,22.16,15.81,light
8.67,-2.01,-3.99,-5.13,17.27,10.68,light
9.03,-1.91,-3.59,5.37,9.95,6.29,light
11.02,-3.41,-5.87,18.92,-4.7,3.17,light
10.76,-3.36,-9.44,12.82,0.67,3.85,light
9.77,-0.23,-7.27,12.7,15.32,-5.43,light
7.76,1.49,-4.91,22.95,10.93,-6.04,light
6.52,-0.53,-5.25,25.09,1.34,-1.95,light
7.38,-3.34,-5.66,15.01,1.83,-6.53,light
7.53,-2.23,-5.03,-1.16,-4.33,-7.75,light
7.05,-0.26,-4.53,-8,-11.9,-3.91,light
6.79,-0.83,-4.73,-8.42,-11.78,0.12,light
7.62,-1.7,-4.71,-10.01,-7.14,-0.49,light
8.13,-1.92,-4.31,-13.98,-5.13,-3.3,light
7.98,-2.08,-3.99,-23.01,-6.23,-2.2,light
7.95,-1.76,-3.83,-25.45,-8.42,-5.37,light
9.24,-1.71,-4.22,-27.47,-8.18,-11.54,light
11.73,-2.77,-4.1,-30.46,-16.97,-9.16,light
12.77,-3.87,-8.94,-38.57,-26.25,-5.92,light
4.65,-5.55,-8.68,-33.33,-14.47,-7.93,light
7.93,-1.51,-4.73,-45.59,14.65,9.64,light
7.51,-0.64,-3.33,-38.64,7.39,30.4,light
6.66,0.4,-3.43,-34.67,-4.27,33.02,light
6.11,-0.11,-3.43,-16.72,-10.25,28.63,light
6.98,-1.93,-3.81,-1.34,-3.72,21.79,light
8.57,-3.02,-3.59,4.94,2.32,12.57,light
8.93,-2.71,-2.51,2.99,-3.36,2.26,light
8.34,-2.43,-2.36,0.49,-9.58,-3.78,light
8.42,-1.82,-3.17,5.07,-13.12,-4.27,light
9.34,-2.26,-3.31,8.67,-7.57,-4.82,light
14.69,-1.54,-6.05,24.66,-10.8,-16.85,light
11.04,0.5,-7.76,26.06,-18.74,-4.64,light
6.41,0.59,-5.59,47.79,-1.59,-7.75,light
7.3,0.17,-3.86,56.15,-1.16,-25.51,light
9.18,-0.91,-5.16,54.75,-10.86,-33.63,light
7.78,-2.73,-4.83,54.93,-14.34,-25.82,light
6.51,-3.33,-3.44,37.35,-9.03,-28.08,light
7.53,-1.4,-3.06,18.68,-6.53,-27.95,light
7.41,-0.78,-3.41,16.54,-3.36,-18.07,light
7.66,-1.69,-2.86,13.67,3.3,-8.36,light
8.61,-2.09,-2.52,4.82,6.16,-7.87,light
8.81,-2.08,-2.69,-4.21,-3.3,-9.89,light
9.7,-0.64,-3.52,-5.31,-0.92,-11.78,light
14.37,-1.42,-4.85,-1.89,-8.06,-9.64,light
11.66,-2.56,-6.77,7.26,-29.24,-4.27,light
4.63,-4.64,-7.03,15.44,-3.36,-9.22,light
8.07,-2.12,-2.86,2.38,20.26,-0.49,light
7.35,-0.15,-3.09,3.78,-0.43,7.63,light
7.15,1.41,-3.96,10.68,-1.16,13.37,light
7.78,-0.74,-3.96,30.7,-3.36,15.14,light
7.88,-3.6,-3.86,34.61,2.56,8.12,light
8.48,-3.05,-2.82,24.6,6.16,-7.69,light
8.76,-1.44,-2.6,19.96,-0.24,-11.78,light
8.04,-1.36,-2.25,22.77,-6.77,-11.54,light
8.12,-1.66,-3.35,26.31,-7.32,-11.54,light
10.19,-3.19,-3.72,24.84,0.24,-9.09,light
16.34,-2.07,-6.29,26.92,-16.85,-13.43,light
9.49,1.25,-7.23,25.39,-26.37,-5.62,light
6.25,1.62,-6.46,51.15,-8.12,-13.85,light
7.31,0.97,-4.61,54.63,-2.26,-26.12,light
9.81,-1.72,-5.47,69.95,-5.43,-38.45,light
8.11,-2.59,-4.58,67.57,-15.99,-41.02,light
7.02,-2.99,-3.86,49.01,-16.42,-37.17,light
7.2,-2.65,-3.01,29.36,-11.47,-26.31,light
6.64,-1.22,-2.86,19.23,-5.86,-18.31,light
6.94,-0.93,-2.69,14.77,4.58,-3.6,light
8.37,-1.96,-2.74,10.5,4.94,1.46,light
9.2,-1.88,-2.98,0.61,-3.97,-2.5,light
10.49,-0.8,-3.53,3.54,0.43,-11.05,light
14.2,-1.88,-3.08,1.4,-7.02,-6.23,light
12.23,-4.37,-4.92,3.36,-21.18,-12.08,light
5.54,-2.5,-5.54,-10.8,-17.03,-20.57,light
5.4,-1.03,-3.8,-7.45,12.21,-6.23,light
10.05,0.15,-4.23,-1.71,14.95,9.16,light
8.83,0.14,-4.07,5,-4.82,7.32,light
7.42,-0.03,-3.37,20.39,-7.57,6.65,light
7.32,-0.84,-3.65,36.74,-2.87,-2.81,light
8.01,-1.33,-3.48,45.41,3.91,-13.85,light
9.12,-2.11,-2.98,47.85,0.43,-23.56,light
8.49,-1.21,-2.69,47.91,-6.47,-26.49,light
7.57,-0.85,-2.51,54.26,-7.02,-23.56,light
7.95,-1.57,-3.31,59.2,-4.27,-23.62,light
10.71,-2.27,-3.69,58.23,0.92,-21.67,light
16.52,-1.19,-7.74,64.45,-16.42,-29.36,light
5.61,3.37,-7.07,72.08,-24.78,-19.41,light
6.26,2.81,-4.94,108.03,11.29,-27.53,light
10.85,-0.3,-5.47,109.62,-7.32,-49.13,light
8.1,-1.77,-6.51,105.53,-24.9,-50.66,light
6.79,-2.41,-4.16,97.35,-8,-43.46,light
8.6,-0.84,-3.12,77.03,-6.77,-43.27,light
7.45,0.48,-3.83,67.2,-11.05,-37.05,light
7.42,-0.94,-3.39,68.6,-0.12,-31.13,light
8.69,-2.62,-2.67,53.1,3.48,-26.55,light
8.46,-2.05,-2.66,30.09,-4.33,-28.08,light
7.97,-1.31,-2.93,15.87,-6.35,-24.23,light
9.98,-0.59,-3.56,15.81,-2.2,-26.79,light
14.37,-1.38,-6.88,7.51,-17.09,-18.43,light
7.24,-3.25,-6.39,16.78,-31.01,-15.14,light
7.15,-3,-6.8,18.62,6.04,-15.38,light
10.28,-0.14,-4.49,18.55,9.16,-15.69,light
8.7,2.08,-4.34,31.74,-7.14,-10.93,light
7.08,0.58,-3.85,52.86,-18.62,-6.84,light
5.68,-0.76,-5.17,67.38,-17.88,-16.48,light
7.86,-0.7,-4.85,77.94,3.97,-33.2,light
9.5,-0.96,-4.26,85.63,-4.46,-32.84,light
8.33,-0.83,-4.12,88.81,-18.86,-32.59,light
7.27,0,-3.66,95.95,-26.31,-37.9,light
